Region,Cove,Otter_ID,Foraging_Success
Central,Gamma,Central_Gamma_7,7.422685352252086
Central,Gamma,Central_Gamma_8,7.732585633998997
Central,Gamma,Central_Gamma_9,9.433769506692963
Central,Gamma,Central_Gamma_10,7.772431582223758
Central,Gamma,Central_Gamma_11,10.565155852236009
Central,Gamma,Central_Gamma_12,9.549131970435337
Central,Gamma,Central_Gamma_13,11.267866506867989
Central,Gamma,Central_Gamma_14,10.61859108848712
Central,Gamma,Central_Gamma_15,9.455663981552386
Central,Gamma,Central_Gamma_16,9.145269174828657
Central,Gamma,Central_Gamma_17,8.286727279512453
Central,Gamma,Central_Gamma_18,10.39758156960437
Central,Gamma,Central_Gamma_19,10.624283601193621
South,Alpha,South_Alpha_0,9.011297721753827
South,Alpha,South_Alpha_1,6.868031804886037
South,Alpha,South_Alpha_2,8.576404635924328
South,Alpha,South_Alpha_3,8.039227744453779
South,Alpha,South_Alpha_4,6.764487654589319
South,Alpha,South_Alpha_5,7.898796815139016
South,Alpha,South_Alpha_6,0.8145404602291375
South,Alpha,South_Alpha_7,4.864748124128609
South,Alpha,South_Alpha_8,5.540025143499813
South,Alpha,South_Alpha_9,5.646430190360899
South,Alpha,South_Alpha_10,4.708407747
South,Alpha,South_Alpha_11,4.476163586442639
South,Alpha,South_Alpha_12,5.3882098954680755
South,Alpha,South_Alpha_13,6.867636823
South,Alpha,South_Alpha_14,2.858299928685854
South,Alpha,ReplicatedOtter_15,2.8949014878538875
South,Alpha,South_Alpha_16,7.524067782152701
South,Alpha,South_Alpha_17,6.566882635447969
South,Alpha,South_Alpha_18,7.207319174373426
South,Alpha,South_Alpha_19,4.249514742560185
South,Beta,South_Beta_0,8.048672527986147
South,Beta,South_Beta_1,5.2705228152126224
South,Beta,South_Beta_2,4.1350035232657145
South,Beta,South_Beta_3,3.651661181107889
South,Beta,South_Beta_4,8.765345203331846
South,Beta,South_Beta_5,8.768661173528448
South,Beta,ReplicatedOtter_6,10.15134925611429
South,Beta,ReplicatedOtter_7,6.242055195111958
South,Beta,South_Beta_8,3.405593547658098
South,Beta,South_Beta_9,8.287419301914454
South,Beta,South_Beta_10,7.196609265459756
South,Beta,South_Beta_11,8.694325279752668
South,Beta,South_Beta_12,6.4722192261523235
South,Beta,South_Beta_13,4.2073156771798015
South,Beta,South_Beta_14,5.709559259175264
South,Beta,South_Beta_15,6.129532392717474
South,Beta,South_Beta_16,5.412058375365464
South,Beta,South_Beta_17,6.258978404564216
South,Beta,South_Beta_18,8.535164432128369
South,Beta,South_Beta_19,4.403178496398908
South,Gamma,South_Gamma_0,8.390698030424705
South,Gamma,South_Gamma_1,5.196771495825537
South,Gamma,South_Gamma_2,3.024097005561792
South,Gamma,South_Gamma_3,6.019396255392797
South,Gamma,South_Gamma_4,2.6836640262264524
South,Gamma,South_Gamma_5,8.360448049457837
South,Gamma,South_Gamma_6,4.457802927181612
South,Gamma,South_Gamma_7,3.0379904368218242
South,Gamma,South_Gamma_8,3.5881229106158417
South,Gamma,South_Gamma_9,8.273016073353434
South,Gamma,South_Gamma_10,7.732045722957023
South,Gamma,South_Gamma_11,6.912801740876063
South,Gamma,South_Gamma_12,8.745749431503846
South,Gamma,South_Gamma_13,6.703884930824669
South,Gamma,ReplicatedOtter_14,6.431020677273994
South,Gamma,South_Gamma_15,5.331782614
South,Gamma,South_Gamma_16,6.363863593958602
South,Gamma,ReplicatedOtter_17,5.5222587444089815
South,Gamma,South_Gamma_18,9.514173120136178
South,Gamma,South_Gamma_19,5.615176615211445
