Region,Cove,Otter_ID,Foraging_Success
South,Beta,ID37,6.258978405
South,Beta,ID49,8.535164432
South,Beta,ID62,4.403178496
South,Gamma,ID11,8.39069803
South,Gamma,ID55,5.196771496
South,Gamma,ID54,3.024097006
South,Gamma,ID52,6.019396255
South,Gamma,ID5,2.683664026
South,Gamma,ID37,8.360448049
South,Gamma,ID16,4.457802927
South,Gamma,ID88,3.037990437
South,Gamma,ID87,3.588122911
South,Gamma,ID32,8.273016073
South,Gamma,ID76,7.732045723
South,Gamma,ID12,6.912801741
South,Gamma,ID19,8.745749432
South,Gamma,ID28,6.703884931
South,Gamma,ID89,6.431020677
South,Gamma,ID90,5.331782614
South,Gamma,ID58,6.363863594
South,Gamma,ID2,5.522258744
South,Gamma,ID64,9.51417312
South,Gamma,ID7,5.615176615
