Region,Cove,Otter_ID,Foraging_Success
North,Flufftail Inlet,Luna,7.838948078
North,Flufftail Inlet,Luna,7.924930851
North,Flufftail Inlet,Ripple,8.265433492
North,Flufftail Inlet,Ripple,8.287023658
North,Flufftail Inlet,Ripple,8.764075353
North,Flufftail Inlet,Tidbit,8.985823103
North,Flufftail Inlet,Whisk,9.437563983
North,Flufftail Inlet,Marina,9.744072751
North,Flufftail Inlet,Marina,9.814227859
North,Flufftail Inlet,Drizzle,9.97984774
North,Flufftail Inlet,Drizzle,9.988426461
North,Flufftail Inlet,Drizzle,10.35421414
North,Flufftail Inlet,Paddle,11.50948057
North,Flufftail Inlet,Paddle,11.68045741
North,Flufftail Inlet,Brook,11.83117983
North,Flufftail Inlet,Brook,12.2886573
North,Flufftail Inlet,Sway,12.69692692
North,Flufftail Inlet,Sway,12.79737898
North,Shellshine Shore,Finn,5.486767068
North,Shellshine Shore,Finn,7.809037762
North,Shellshine Shore,Luna,7.878442369
North,Shellshine Shore,Luna,7.928721783
North,Shellshine Shore,Luna,8.049341722
North,Shellshine Shore,Ripple,8.83592756
North,Shellshine Shore,Whisk,9.103868471
North,Shellshine Shore,Whisk,9.355319566
North,Shellshine Shore,Whisk,9.459178926
North,Shellshine Shore,Whisk,9.61619625
North,Shellshine Shore,Marina,9.933910135
North,Shellshine Shore,Drizzle,10.488735
North,Shellshine Shore,Drizzle,11.04705243
North,Shellshine Shore,Paddle,11.16417188
North,Shellshine Shore,Paddle,11.32401922
North,Shellshine Shore,Brook,12.18176975
North,Shellshine Shore,Brook,12.61610477
North,Shellshine Shore,Sway,13.04417887
North,Shellshine Shore,Sway,14.01643175
North,Shellshine Shore,Sway,15.76613565
North,Seagrass Haven,Finn,5.813052614
North,Seagrass Haven,Finn,5.954777527
North,Seagrass Haven,Luna,7.90543633
North,Seagrass Haven,Ripple,8.528544339
North,Seagrass Haven,Ripple,8.898834107
North,Seagrass Haven,Tidbit,8.930751759
North,Seagrass Haven,Tidbit,8.938370069
North,Seagrass Haven,Tidbit,9.01504756
North,Seagrass Haven,Tidbit,9.080678161
North,Seagrass Haven,Tidbit,9.097887823
North,Seagrass Haven,Whisk,9.485186024
North,Seagrass Haven,Marina,9.673472919
North,Seagrass Haven,Marina,9.678661615
North,Seagrass Haven,Marina,9.961196291
North,Seagrass Haven,Drizzle,10.86723066
North,Seagrass Haven,Paddle,11.14781123
North,Seagrass Haven,Paddle,11.76074016
North,Seagrass Haven,Brook,12.16737172
North,Seagrass Haven,Brook,12.55513761
North,Seagrass Haven,Sway,12.68269551
South,Paddlepaw Bay,Finn,0.81454046
South,Paddlepaw Bay,Finn,2.858299929
South,Paddlepaw Bay,Finn,2.894901488
South,Paddlepaw Bay,Luna,4.249514743
South,Paddlepaw Bay,Ripple,4.476163586
South,Paddlepaw Bay,Ripple,4.708407747
South,Paddlepaw Bay,Ripple,4.864748124
South,Paddlepaw Bay,Tidbit,5.388209895
South,Paddlepaw Bay,Tidbit,5.540025143
South,Paddlepaw Bay,Whisk,5.64643019
South,Paddlepaw Bay,Marina,6.566882635
South,Paddlepaw Bay,Drizzle,10.39758157
South,Paddlepaw Bay,Drizzle,10.56515585
South,Paddlepaw Bay,Drizzle,10.61859109
South,Paddlepaw Bay,Drizzle,10.6242836
South,Paddlepaw Bay,Paddle,11.11649011
South,Paddlepaw Bay,Paddle,11.26786651
South,Paddlepaw Bay,Paddle,11.90298593
South,Paddlepaw Bay,Brook,11.83117983
South,Paddlepaw Bay,Sway,12.65120504
South,Seaweed Serenade,Luna,3.405593548
South,Seaweed Serenade,Luna,3.651661181
South,Seaweed Serenade,Luna,4.135003523
South,Seaweed Serenade,Luna,4.207315677
South,Seaweed Serenade,Ripple,4.403178496
South,Seaweed Serenade,Tidbit,5.270522815
South,Seaweed Serenade,Tidbit,5.412058375
South,Seaweed Serenade,Whisk,5.709559259
South,Seaweed Serenade,Whisk,6.129532393
South,Seaweed Serenade,Whisk,6.242055195
South,Seaweed Serenade,Marina,6.258978405
South,Seaweed Serenade,Marina,6.472219226
South,Seaweed Serenade,Drizzle,7.196609265
South,Seaweed Serenade,Paddle,8.048672528
South,Seaweed Serenade,Brook,12.2886573
South,Seaweed Serenade,Brook,12.18176975
South,Seaweed Serenade,Brook,12.61610477
South,Seaweed Serenade,Sway,13.60670349
South,Seaweed Serenade,Sway,15.95227105
South,Seaweed Serenade,Sway,16.04101495
South,Splashsnout Strand,Finn,2.683664026
South,Splashsnout Strand,Finn,3.024097006
South,Splashsnout Strand,Finn,3.037990437
South,Splashsnout Strand,Luna,3.588122911
South,Splashsnout Strand,Ripple,4.457802927
South,Splashsnout Strand,Ripple,5.196771496
South,Splashsnout Strand,Tidbit,5.331782614
South,Splashsnout Strand,Tidbit,5.522258744
South,Splashsnout Strand,Whisk,5.615176615
South,Splashsnout Strand,Whisk,6.019396255
South,Splashsnout Strand,Marina,6.363863594
South,Splashsnout Strand,Marina,6.431020677
South,Splashsnout Strand,Marina,6.703884931
South,Splashsnout Strand,Drizzle,6.912801741
South,Splashsnout Strand,Paddle,7.732045723
South,Splashsnout Strand,Paddle,8.273016073
South,Splashsnout Strand,Brook,12.16737172
South,Splashsnout Strand,Brook,12.55513761
South,Splashsnout Strand,Sway,12.50790001
South,Splashsnout Strand,Sway,13.51902039
